date;home_team_name;away_team_name;home_score;away_score;;;;;
2011-03-12;OCK Khouribga;WAC Casablanca;1;0;;;;;
2011-03-13;Chabab Rif Al Hoceima;Moghreb Tétouan;3;2;;;;;
2011-03-13;FUS Rabat ;D.H. Eljadida;1;0;;;;;
2011-03-13;JSM Lâayoune;JSK Chabab Kasbat Tadla;0;0;;;;;
2011-03-14;KACM Marrakech;FAR Rabat;0;1;;;;;
2011-03-16;Olympique club de safi;WAC Casablanca;0;1;;;;;
2011-03-19;Moghreb Tétouan;JSM Lâayoune;0;0;;;;;
2011-03-19;Wydad fes;KACM Marrakech;0;0;;;;;
2011-03-21;KAC Kénitra;Olympique club de safi ;1;0;;;;;
2011-03-21;FAR Rabat;OCK Khouribga;0;2;;;;;
2011-03-25;WAC Casablanca;Chabab Rif Al Hoceima;2;2;;;;;
2011-03-26;JSK Chabab Kasbat Tadla;RCA ;0;1;;;;;
2011-03-26;Hassania Agadir;FUS Rabat;0;1;;;;;
2011-04-02;KACM Marrakech;Olympique club de safi ;1;1;;;;;
2011-04-08;JSK Chabab Kasbat Tadla;Maghreb Fès;1;2;;;;;
2011-04-09;Olympique club de safi;OCK Khouribga;1;1;;;;;
2011-04-09;Wydad fes;Chabab Rif Al Hoceima;1;1;;;;;
2011-04-09;Moghreb Tétouan;FUS Rabat;1;0;;;;;
2011-04-10;KAC Kénitra;KACM Marrakech;0;0;;;;;
2011-04-10;WAC Casablanca;RCA ;1;1;;;;;
2011-04-10;FAR Rabat;JSM Lâayoune;4;2;;;;;
2011-04-13;FUS Rabat ;JSK Chabab Kasbat Tadla;0;0;;;;;
2011-04-13;D.H. Eljadida;Maghreb Fès;0;0;;;;;
2011-04-13;JSM Lâayoune;WAC Casablanca;0;1;;;;;
2011-04-13;RCA ;Moghreb Tétouan;2;1;;;;;
2011-04-15;Hassania Agadir;KAC Kénitra;1;1;;;;;
2011-04-16;Chabab Rif Al Hoceima;Olympique club de safi ;0;2;;;;;
2011-04-16;OCK Khouribga;KACM Marrakech;0;0;;;;;
2011-04-17;FUS Rabat ;WAC Casablanca;0;1;;;;;
2011-04-17;Maghreb Fès;Moghreb Tétouan;1;0;;;;;
2011-04-17;RCA ;FAR Rabat;2;1;;;;;
2011-04-17;JSM Lâayoune;Wydad Fès;2;2;;;;;
2011-04-17;D.H. Eljadida;JSK Chabab Kasbat Tadla;3;2;;;;;
2011-04-20;Maghreb Fès;Hassania Agadir;0;0;;;;;
2011-04-20;D.H. Eljadida;KAC Kénitra;2;0;;;;;
2011-04-22;KACM Marrakech;Chabab Rif Al Hoceima;0;2;;;;;
2011-04-23;Wydad fes;RCA ;0;3;;;;;
2011-04-23;Olympique club de safi;JSM Lâayoune;1;1;;;;;
2011-04-24;JSK Chabab Kasbat Tadla;Hassania Agadir;2;1;;;;;
2011-04-25;KAC Kénitra;OCK Khouribga;3;2;;;;;
2011-04-28;WAC Casablanca;Maghreb Fès;3;1;;;;;
2011-04-28;FAR Rabat;FUS Rabat;0;2;;;;;
2011-04-28;Moghreb Tétouan;D.H. Eljadida;0;0;;;;;
2011-04-30;JSK Chabab Kasbat Tadla;KAC Kénitra;0;1;;;;;
2011-04-30;JSM Lâayoune;KACM Marrakech;0;2;;;;;
2011-04-30;Chabab Rif Al Hoceima;OCK Khouribga;1;0;;;;;
2011-04-30;RCA ;Olympique club de safi ;4;1;;;;;
2011-05-02;Maghreb Fès;FAR Rabat;1;2;;;;;
2011-05-02;D.H. Eljadida;WAC Casablanca;0;1;;;;;
2011-05-02;FUS Rabat ;Wydad Fès;0;1;;;;;
2011-05-03;Hassania Agadir;Moghreb Tétouan;1;1;;;;;
2011-05-14;FAR Rabat;D.H. Eljadida;0;0;;;;;
2011-05-14;Wydad fes;Maghreb Fès;0;1;;;;;
2011-05-14;WAC Casablanca;Hassania Agadir;1;1;;;;;
2011-05-14;Olympique club de safi;FUS Rabat;1;0;;;;;
2011-05-14;OCK Khouribga;JSM Lâayoune;1;1;;;;;
2011-05-15;Chabab Rif Al Hoceima;KAC Kénitra;0;0;;;;;
2011-05-15;Moghreb Tétouan;JSK Chabab Kasbat Tadla;1;1;;;;;
2011-05-16;KACM Marrakech;RCA ;1;0;;;;;
2011-05-18;Hassania Agadir;D.H. Eljadida;0;1;;;;;
2011-05-21;JSK Chabab Kasbat Tadla;WAC Casablanca;0;3;;;;;
2011-05-21;KAC Kénitra;Moghreb Tétouan;0;0;;;;;
2011-05-21;Hassania Agadir;FAR Rabat;0;1;;;;;
2011-05-21;JSM Lâayoune;Chabab Rif Al Hoceima;0;0;;;;;
2011-05-21;FUS Rabat ;KACM Marrakech;1;1;;;;;
2011-05-21;Maghreb Fès;Olympique club de safi ;2;2;;;;;
2011-05-21;RCA ;OCK Khouribga;2;1;;;;;
2011-05-21;D.H. Eljadida;Wydad Fès;2;2;;;;;
2011-05-24;JSM Lâayoune;KAC Kénitra;2;1;;;;;
2011-05-24;Olympique club de safi;D.H. Eljadida;2;2;;;;;
2011-05-24;OCK Khouribga;FUS Rabat;1;0;;;;;
2011-05-24;WAC Casablanca;Moghreb Tétouan;1;2;;;;;
2011-05-24;KACM Marrakech;Maghreb Fès;0;1;;;;;
2011-05-24;Wydad fes;Hassania Agadir;0;0;;;;;
2011-05-25;FAR Rabat;JSK Chabab Kasbat Tadla;1;0;;;;;
2011-05-28;Chabab Rif Al Hoceima;RCA ;1;2;;;;;
2011-08-20;Maghreb Fès;Hassania Agadir;2;0;;;;;
2011-08-21;WAC Casablanca;Ittihad Zemmouri Khmissat;2;0;;;;;
2011-08-22;KAC Kénitra;RCA ;1;0;;;;;
2011-08-23;D.H. Eljadida;Olympique club de safi ;2;1;;;;;
2011-08-24;CODM Meknès;OCK Khouribga;1;1;;;;;
2011-08-25;FAR Rabat;Chabab Rif Al Hoceima;0;0;;;;;
2011-08-26;Moghreb Tétouan;FUS Rabat;0;0;;;;;
2011-08-27;JSM Lâayoune;Wydad Fès;3;3;;;;;
2011-09-16;FUS Rabat ;JSM Lâayoune;2;0;;;;;
2011-09-17;OCK Khouribga;Moghreb Tétouan;1;3;;;;;
2011-09-17;Chabab Rif Al Hoceima;CODM Meknès ;1;0;;;;;
2011-09-18;Ittihad Zemmouri Khmissat;D.H. Eljadida;1;1;;;;;
2011-09-18;Olympique club de safi;KAC Kénitra;1;1;;;;;
2011-09-18;Hassania Agadir;KAC Kénitra;0;0;;;;;
2011-09-21;RCA ;Maghreb Fès;1;1;;;;;
2011-09-23;D.H. Eljadida;Wydad Fès;3;0;;;;;
2011-09-24;CODM Meknès;Moghreb Tétouan;0;0;;;;;
2011-09-24;KAC Kénitra;Ittihad Zemmouri Khmissat;0;0;;;;;
2011-09-25;Chabab Rif Al Hoceima;Hassania Agadir;5;0;;;;;
2011-09-25;Maghreb Fès;Olympique club de safi ;5;1;;;;;
2011-09-25;WAC Casablanca;FUS Rabat;2;0;;;;;
2011-09-25;FAR Rabat;RCA ;0;0;;;;;
2011-09-25;JSM Lâayoune;OCK Khouribga;0;0;;;;;
2011-10-10;Ittihad Zemmouri Khmissat;Maghreb Fès;0;0;;;;;
2011-10-11;Wydad fes;WAC Casablanca;0;1;;;;;
2011-10-14;FUS Rabat ;D.H. Eljadida;1;0;;;;;
2011-10-15;Olympique club de safi;FAR Rabat;1;1;;;;;
2011-10-15;Moghreb Tétouan;JSM Lâayoune;1;0;;;;;
2011-10-16;Wydad fes;KAC Kénitra;1;1;;;;;
2011-10-16;Hassania Agadir;CODM Meknès ;0;1;;;;;
2011-10-16;RCA ;Chabab Rif Al Hoceima;0;0;;;;;
2011-10-22;CODM Meknès;JSM Lâayoune;2;1;;;;;
2011-10-22;WAC Casablanca;Moghreb Tétouan;1;0;;;;;
2011-10-22;KAC Kénitra;FUS Rabat;1;1;;;;;
2011-10-23;Maghreb Fès;Wydad Fès;0;0;;;;;
2011-10-23;Hassania Agadir;RCA ;0;0;;;;;
2011-10-23;Chabab Rif Al Hoceima;Olympique club de safi ;5;1;;;;;
2011-10-23;FAR Rabat;Ittihad Zemmouri Khmissat;0;1;;;;;
2011-10-24;D.H. Eljadida;OCK Khouribga;1;0;;;;;
2011-10-28;Wydad fes;FAR Rabat;1;1;;;;;
2011-10-29;Olympique club de safi;Hassania Agadir;0;0;;;;;
2011-10-29;Ittihad Zemmouri Khmissat;Chabab Rif Al Hoceima;1;0;;;;;
2011-10-29;RCA ;CODM Meknès ;1;0;;;;;
2011-10-30;Moghreb Tétouan;D.H. Eljadida;3;0;;;;;
2011-10-30;OCK Khouribga;KAC Kénitra;0;1;;;;;
2011-10-30;JSM Lâayoune;WAC Casablanca;0;0;;;;;
2011-11-05;Chabab Rif Al Hoceima;Wydad Fès;4;0;;;;;
2011-11-05;Maghreb Fès;OCK Khouribga;1;2;;;;;
2011-11-05;Hassania Agadir;Ittihad Zemmouri Khmissat;1;0;;;;;
2011-11-05;D.H. Eljadida;JSM Lâayoune;0;1;;;;;
2011-11-06;FAR Rabat;FUS Rabat;1;2;;;;;
2011-11-12;FUS Rabat ;Maghreb Fès;2;1;;;;;
2011-11-13;KAC Kénitra;Moghreb Tétouan;1;1;;;;;
2011-11-15;RCA ;Olympique club de safi ;2;1;;;;;
2011-11-19;Wydad fes;Hassania Agadir;3;2;;;;;
2011-11-19;JSM Lâayoune;KAC Kénitra;3;1;;;;;
2011-11-19;OCK Khouribga;FAR Rabat;1;1;;;;;
2011-11-20;Ittihad Zemmouri Khmissat;RCA ;0;0;;;;;
2011-11-20;FUS Rabat ;Chabab Rif Al Hoceima;1;0;;;;;
2011-11-20;Olympique club de safi;CODM Meknès ;2;0;;;;;
2011-11-21;WAC Casablanca;D.H. Eljadida;0;1;;;;;
2011-11-27;Maghreb Fès;JSM Lâayoune;0;1;;;;;
2011-11-28;RCA ;Wydad Fès;2;0;;;;;
2011-11-28;KAC Kénitra;WAC Casablanca;1;1;;;;;
2011-11-28;Hassania Agadir;FUS Rabat;1;2;;;;;
2011-11-28;FAR Rabat;Moghreb Tétouan;0;1;;;;;
2011-11-30;Olympique club de safi;Ittihad Zemmouri Khmissat;2;0;;;;;
2011-11-30;CODM Meknès;D.H. Eljadida;1;1;;;;;
2011-11-30;Chabab Rif Al Hoceima;OCK Khouribga;0;2;;;;;
2011-12-03;FUS Rabat ;RCA ;2;0;;;;;
2011-12-04;OCK Khouribga;Hassania Agadir;0;1;;;;;
2011-12-04;D.H. Eljadida;KAC Kénitra;0;0;;;;;
2011-12-04;JSM Lâayoune;FAR Rabat;0;1;;;;;
2011-12-05;Moghreb Tétouan;Chabab Rif Al Hoceima;1;1;;;;;
2011-12-05;Ittihad Zemmouri Khmissat;CODM Meknès ;1;0;;;;;
2011-12-06;Wydad fes;Olympique club de safi ;3;1;;;;;
2011-12-07;OCK Khouribga;WAC Casablanca;1;1;;;;;
2011-12-09;CODM Meknès;KAC Kénitra;1;0;;;;;
2011-12-10;Maghreb Fès;D.H. Eljadida;1;0;;;;;
2011-12-11;WAC Casablanca;FAR Rabat;2;2;;;;;
2011-12-11;RCA ;OCK Khouribga;2;1;;;;;
2011-12-11;Chabab Rif Al Hoceima;JSM Lâayoune;1;0;;;;;
2011-12-11;Hassania Agadir;Moghreb Tétouan;0;0;;;;;
2011-12-11;Ittihad Zemmouri Khmissat;Wydad Fès;0;0;;;;;
2011-12-12;Olympique club de safi;FUS Rabat;0;0;;;;;
2011-12-16;WAC Casablanca;Chabab Rif Al Hoceima;1;0;;;;;
2011-12-18;FUS Rabat ;Ittihad Zemmouri Khmissat;3;0;;;;;
2011-12-18;D.H. Eljadida;FAR Rabat;2;1;;;;;
2011-12-18;JSM Lâayoune;Hassania Agadir;2;1;;;;;
2011-12-18;Moghreb Tétouan;RCA ;1;2;;;;;
2011-12-18;OCK Khouribga;Olympique club de safi ;1;1;;;;;
2011-12-21;CODM Meknès;WAC Casablanca;0;0;;;;;
2011-12-22;Moghreb Tétouan;Maghreb Fès;1;0;;;;;
2011-12-24;Chabab Rif Al Hoceima;D.H. Eljadida;2;1;;;;;
2011-12-24;RCA ;JSM Lâayoune;1;0;;;;;
2011-12-24;Ittihad Zemmouri Khmissat;OCK Khouribga;0;1;;;;;
2011-12-25;FAR Rabat;KAC Kénitra;3;1;;;;;
2011-12-25;Hassania Agadir;WAC Casablanca;1;0;;;;;
2011-12-25;Wydad fes;FUS Rabat;0;1;;;;;
2011-12-26;Olympique club de safi;Moghreb Tétouan;0;0;;;;;
2011-12-31;CODM Meknès;FUS Rabat;1;0;;;;;
2011-12-31;D.H. Eljadida;Hassania Agadir;0;1;;;;;
2011-12-31;WAC Casablanca;RCA ;0;0;;;;;
2012-01-01;Maghreb Fès;FAR Rabat;2;1;;;;;
2012-01-01;KAC Kénitra;Chabab Rif Al Hoceima;1;1;;;;;
2012-01-01;OCK Khouribga;Wydad Fès;0;1;;;;;
2012-01-01;JSM Lâayoune;Olympique club de safi ;0;1;;;;;
2012-01-01;Moghreb Tétouan;Ittihad Zemmouri Khmissat;2;0;;;;;
2012-01-04;WAC Casablanca;Maghreb Fès;1;1;;;;;
2012-01-06;Hassania Agadir;KAC Kénitra;2;2;;;;;
2012-01-07;RCA ;D.H. Eljadida;2;1;;;;;
2012-01-07;FAR Rabat;CODM Meknès ;1;0;;;;;
2012-01-07;Wydad fes;Moghreb Tétouan;0;0;;;;;
2012-01-08;Olympique club de safi;WAC Casablanca;2;1;;;;;
2012-01-08;FUS Rabat ;OCK Khouribga;1;0;;;;;
2012-01-08;Chabab Rif Al Hoceima;Maghreb Fès;1;2;;;;;
2012-01-09;Ittihad Zemmouri Khmissat;JSM Lâayoune;1;0;;;;;
2012-01-11;Wydad fes;CODM Meknès ;1;0;;;;;
2012-02-01;KAC Kénitra;Maghreb Fès;1;1;;;;;
2012-02-10;D.H. Eljadida;Ittihad Zemmouri Khmissat;1;0;;;;;
2012-02-11;WAC Casablanca;Wydad Fès;2;2;;;;;
2012-02-11;FAR Rabat;Hassania Agadir;2;0;;;;;
2012-02-11;Moghreb Tétouan;OCK Khouribga;2;0;;;;;
2012-02-11;CODM Meknès;Chabab Rif Al Hoceima;2;1;;;;;
2012-02-12;KAC Kénitra;Olympique club de safi ;2;1;;;;;
2012-02-12;Maghreb Fès;RCA ;1;1;;;;;
2012-02-12;JSM Lâayoune;FUS Rabat;0;2;;;;;
2012-02-17;Ittihad Zemmouri Khmissat;KAC Kénitra;0;1;;;;;
2012-02-17;Wydad fes;D.H. Eljadida;0;1;;;;;
2012-02-17;Hassania Agadir;Chabab Rif Al Hoceima;0;0;;;;;
2012-02-18;FUS Rabat ;WAC Casablanca;0;0;;;;;
2012-02-18;Olympique club de safi;Maghreb Fès;0;2;;;;;
2012-02-18;OCK Khouribga;JSM Lâayoune;2;0;;;;;
2012-02-18;RCA ;FAR Rabat;3;1;;;;;
2012-02-18;Moghreb Tétouan;CODM Meknès ;1;0;;;;;
2012-02-24;FAR Rabat;Olympique club de safi ;2;1;;;;;
2012-02-25;D.H. Eljadida;FUS Rabat;1;1;;;;;
2012-02-25;JSM Lâayoune;Moghreb Tétouan;0;3;;;;;
2012-02-26;KAC Kénitra;Wydad Fès;2;1;;;;;
2012-02-26;WAC Casablanca;OCK Khouribga;3;0;;;;;
2012-02-26;CODM Meknès;Hassania Agadir;1;0;;;;;
2012-02-26;Chabab Rif Al Hoceima;RCA ;0;0;;;;;
2012-03-03;Wydad fes;Maghreb Fès;0;1;;;;;
2012-03-03;Ittihad Zemmouri Khmissat;FAR Rabat;0;0;;;;;
2012-03-03;JSM Lâayoune;CODM Meknès ;1;2;;;;;
2012-03-03;Olympique club de safi;Chabab Rif Al Hoceima;1;0;;;;;
2012-03-04;OCK Khouribga;D.H. Eljadida;0;2;;;;;
2012-03-04;RCA ;Hassania Agadir;2;0;;;;;
2012-03-04;Moghreb Tétouan;WAC Casablanca;2;0;;;;;
2012-03-05;FUS Rabat ;KAC Kénitra;2;1;;;;;
2012-03-07;Maghreb Fès;Ittihad Zemmouri Khmissat;1;2;;;;;
2012-03-09;FAR Rabat;Wydad Fès;1;0;;;;;
2012-03-10;Hassania Agadir;Olympique club de safi ;1;1;;;;;
2012-03-10;D.H. Eljadida;Moghreb Tétouan;0;1;;;;;
2012-03-10;WAC Casablanca;JSM Lâayoune;2;0;;;;;
2012-03-11;KAC Kénitra;OCK Khouribga;2;4;;;;;
2012-03-11;Maghreb Fès;FUS Rabat;1;1;;;;;
2012-03-11;CODM Meknès;RCA ;0;1;;;;;
2012-03-11;Chabab Rif Al Hoceima;Ittihad Zemmouri Khmissat;3;1;;;;;
2012-03-16;Wydad fes;Chabab Rif Al Hoceima;2;1;;;;;
2012-03-17;Olympique club de safi;RCA ;2;1;;;;;
2012-03-17;OCK Khouribga;Maghreb Fès;1;1;;;;;
2012-03-17;WAC Casablanca;CODM Meknès ;1;0;;;;;
2012-03-17;FUS Rabat ;FAR Rabat;0;0;;;;;
2012-03-17;JSM Lâayoune;D.H. Eljadida;0;0;;;;;
2012-03-18;Ittihad Zemmouri Khmissat;Hassania Agadir;0;1;;;;;
2012-03-18;Moghreb Tétouan;KAC Kénitra;0;0;;;;;
2012-03-24;FAR Rabat;OCK Khouribga;1;1;;;;;
2012-03-24;KAC Kénitra;JSM Lâayoune;1;1;;;;;
2012-03-24;Chabab Rif Al Hoceima;FUS Rabat;0;0;;;;;
2012-03-25;Hassania Agadir;Wydad Fès;3;0;;;;;
2012-03-30;Ittihad Zemmouri Khmissat;Olympique club de safi ;0;2;;;;;
2012-03-30;D.H. Eljadida;CODM Meknès ;2;1;;;;;
2012-03-30;WAC Casablanca;KAC Kénitra;1;1;;;;;
2012-03-31;Moghreb Tétouan;FAR Rabat;3;0;;;;;
2012-03-31;Wydad fes;RCA ;2;0;;;;;
2012-03-31;FUS Rabat ;Hassania Agadir;1;0;;;;;
2012-03-31;JSM Lâayoune;Maghreb Fès;1;0;;;;;
2012-04-01;OCK Khouribga;Chabab Rif Al Hoceima;2;1;;;;;
2012-04-03;RCA ;Ittihad Zemmouri Khmissat;1;0;;;;;
2012-04-03;D.H. Eljadida;WAC Casablanca;1;0;;;;;
2012-04-03;CODM Meknès;Olympique club de safi ;1;0;;;;;
2012-04-04;Maghreb Fès;Moghreb Tétouan;1;1;;;;;
2012-04-07;FAR Rabat;JSM Lâayoune;3;1;;;;;
2012-04-08;KAC Kénitra;D.H. Eljadida;2;2;;;;;
2012-04-08;Hassania Agadir;OCK Khouribga;0;0;;;;;
2012-04-09;Chabab Rif Al Hoceima;Moghreb Tétouan;3;1;;;;;
2012-04-09;Olympique club de safi;Wydad Fès;2;0;;;;;
2012-04-13;D.H. Eljadida;Maghreb Fès;2;0;;;;;
2012-04-14;FUS Rabat ;Olympique club de safi ;1;2;;;;;
2012-04-14;Wydad fes;Ittihad Zemmouri Khmissat;1;1;;;;;
2012-04-14;WAC Casablanca;FAR Rabat;2;0;;;;;
2012-04-14;KAC Kénitra;CODM Meknès ;1;0;;;;;
2012-04-15;Moghreb Tétouan;Hassania Agadir;2;2;;;;;
2012-04-15;OCK Khouribga;RCA ;1;1;;;;;
2012-04-15;JSM Lâayoune;Chabab Rif Al Hoceima;2;0;;;;;
2012-04-18;CODM Meknès;Ittihad Zemmouri Khmissat;2;1;;;;;
2012-04-18;Maghreb Fès;WAC Casablanca;1;1;;;;;
2012-04-19;RCA ;FUS Rabat;1;0;;;;;
2012-04-20;FAR Rabat;D.H. Eljadida;2;3;;;;;
2012-04-21;Hassania Agadir;JSM Lâayoune;1;1;;;;;
2012-04-21;Olympique club de safi;OCK Khouribga;0;2;;;;;
2012-04-22;Maghreb Fès;KAC Kénitra;3;0;;;;;
2012-04-22;CODM Meknès;Wydad Fès;1;0;;;;;
2012-04-22;Chabab Rif Al Hoceima;WAC Casablanca;0;0;;;;;
2012-04-23;RCA ;Moghreb Tétouan;0;2;;;;;
2012-04-23;Ittihad Zemmouri Khmissat;FUS Rabat;0;0;;;;;
2012-04-28;OCK Khouribga;Ittihad Zemmouri Khmissat;0;0;;;;;
2012-04-28;KAC Kénitra;FAR Rabat;0;3;;;;;
2012-04-28;D.H. Eljadida;Chabab Rif Al Hoceima;1;1;;;;;
2012-04-29;JSM Lâayoune;RCA ;1;4;;;;;
2012-04-29;FUS Rabat ;Wydad Fès;2;1;;;;;
2012-04-30;Moghreb Tétouan;Olympique club de safi ;3;1;;;;;
2012-05-04;FAR Rabat;Maghreb Fès;2;1;;;;;
2012-05-05;FUS Rabat ;CODM Meknès ;2;1;;;;;
2012-05-05;Ittihad Zemmouri Khmissat;Moghreb Tétouan;0;3;;;;;
2012-05-05;Hassania Agadir;D.H. Eljadida;0;0;;;;;
2012-05-06;RCA ;WAC Casablanca;0;1;;;;;
2012-05-06;Chabab Rif Al Hoceima;KAC Kénitra;0;1;;;;;
2012-05-06;Olympique club de safi;JSM Lâayoune;2;2;;;;;
2012-05-07;Wydad fes;OCK Khouribga;1;1;;;;;
2012-05-08;Maghreb Fès;CODM Meknès ;0;0;;;;;
2012-05-09;WAC Casablanca;Hassania Agadir;3;1;;;;;
2012-05-19;Maghreb Fès;Chabab Rif Al Hoceima;1;0;;;;;
2012-05-19;CODM Meknès;FAR Rabat;0;0;;;;;
2012-05-20;Moghreb Tétouan;Wydad Fès;2;0;;;;;
2012-05-20;KAC Kénitra;Hassania Agadir;0;1;;;;;
2012-05-20;JSM Lâayoune;Ittihad Zemmouri Khmissat;3;2;;;;;
2012-05-20;OCK Khouribga;FUS Rabat;0;2;;;;;
2012-05-21;D.H. Eljadida;RCA ;3;1;;;;;
2012-05-21;WAC Casablanca;Olympique club de safi ;2;1;;;;;
2012-05-26;OCK Khouribga;CODM Meknès ;2;1;;;;;
2012-05-26;Chabab Rif Al Hoceima;FAR Rabat;0;2;;;;;
2012-05-26;Hassania Agadir;Maghreb Fès;2;1;;;;;
2012-05-27;Olympique club de safi;D.H. Eljadida;3;3;;;;;
2012-05-27;Wydad fes;JSM Lâayoune;3;0;;;;;
2012-05-27;RCA ;KAC Kénitra;5;2;;;;;
2012-05-27;Ittihad Zemmouri Khmissat;WAC Casablanca;0;1;;;;;
2012-05-28;FUS Rabat ;Moghreb Tétouan;0;1;;;;;
2012-09-14;CODM Meknès;KAC Kénitra;1;2;;;;;
2012-09-15;OCK Khouribga;Maghreb Fès;2;2;;;;;
2012-09-15;Wydad fes;Rajaa Beni Mellal;1;1;;;;;
2012-09-16;RCA ;FUS Rabat;3;0;;;;;
2012-09-16;Moghreb Tétouan;Chabab Rif Al Hoceima;1;1;;;;;
2012-09-16;Olympique club de safi;D.H. Eljadida;0;1;;;;;
2012-09-16;Hassania Agadir;RSB Berkane;3;2;;;;;
2012-09-19;FAR Rabat;WAC Casablanca;2;0;;;;;
2012-09-21;FUS Rabat ;Olympique club de safi ;1;1;;;;;
2012-09-22;D.H. Eljadida;Hassania Agadir;1;1;;;;;
2012-09-22;Maghreb Fès;CODM Meknès ;0;0;;;;;
2012-09-22;RSB Berkane;Moghreb Tétouan;0;0;;;;;
2012-09-23;WAC Casablanca;OCK Khouribga;2;1;;;;;
2012-09-23;KAC Kénitra;Wydad Fès;1;1;;;;;
2012-09-23;Chabab Rif Al Hoceima;FAR Rabat;0;0;;;;;
2012-09-23;Rajaa Beni Mellal;RCA ;0;1;;;;;
2012-09-28;Hassania Agadir;FUS Rabat;2;0;;;;;
2012-09-29;RCA ;KAC Kénitra;4;2;;;;;
2012-09-29;Olympique club de safi;Rajaa Beni Mellal;4;2;;;;;
2012-09-29;Moghreb Tétouan;D.H. Eljadida;1;1;;;;;
2012-09-30;OCK Khouribga;Chabab Rif Al Hoceima;2;1;;;;;
2012-09-30;CODM Meknès;Wydad Fès;1;1;;;;;
2012-09-30;FAR Rabat;RSB Berkane;2;0;;;;;
2012-09-30;Maghreb Fès;WAC Casablanca;1;0;;;;;
2012-10-06;D.H. Eljadida;FAR Rabat;1;2;;;;;
2012-10-06;Wydad fes;RCA ;0;2;;;;;
2012-10-06;RSB Berkane;OCK Khouribga;3;1;;;;;
2012-10-06;Rajaa Beni Mellal;Hassania Agadir;1;1;;;;;
2012-10-07;KAC Kénitra;Olympique club de safi ;1;2;;;;;
2012-10-07;Chabab Rif Al Hoceima;Maghreb Fès;1;1;;;;;
2012-10-07;FUS Rabat ;Moghreb Tétouan;3;2;;;;;
2012-10-19;Olympique club de safi;Wydad Fès;3;1;;;;;
2012-10-20;Maghreb Fès;RSB Berkane;1;1;;;;;
2012-10-20;Hassania Agadir;KAC Kénitra;0;0;;;;;
2012-10-21;Moghreb Tétouan;Rajaa Beni Mellal;4;2;;;;;
2012-10-21;FAR Rabat;FUS Rabat;2;2;;;;;
2012-10-21;OCK Khouribga;D.H. Eljadida;2;2;;;;;
2012-10-25;WAC Casablanca;CODM Meknès ;3;0;;;;;
2012-11-01;RSB Berkane;WAC Casablanca;0;1;;;;;
2012-11-02;RCA ;Olympique club de safi ;2;2;;;;;
2012-11-02;Rajaa Beni Mellal;FAR Rabat;0;1;;;;;
2012-11-03;Chabab Rif Al Hoceima;CODM Meknès ;2;1;;;;;
2012-11-03;FUS Rabat ;OCK Khouribga;0;0;;;;;
2012-11-04;D.H. Eljadida;Maghreb Fès;1;2;;;;;
2012-11-04;KAC Kénitra;Moghreb Tétouan;1;1;;;;;
2012-11-04;Wydad fes;Hassania Agadir;0;0;;;;;
2012-11-09;Chabab Rif Al Hoceima;RSB Berkane;1;0;;;;;
2012-11-10;Moghreb Tétouan;Wydad Fès;2;1;;;;;
2012-11-10;Maghreb Fès;FUS Rabat;1;0;;;;;
2012-11-10;WAC Casablanca;D.H. Eljadida;1;0;;;;;
2012-11-11;OCK Khouribga;Rajaa Beni Mellal;2;2;;;;;
2012-11-11;CODM Meknès;Olympique club de safi ;2;0;;;;;
2012-11-11;Hassania Agadir;RCA ;1;0;;;;;
2012-11-11;FAR Rabat;KAC Kénitra;1;0;;;;;
2012-11-17;RSB Berkane;CODM Meknès ;3;4;;;;;
2012-11-17;KAC Kénitra;OCK Khouribga;1;0;;;;;
2012-11-17;WAC Casablanca;Chabab Rif Al Hoceima;1;0;;;;;
2012-11-17;Rajaa Beni Mellal;Maghreb Fès;0;1;;;;;
2012-11-19;Olympique club de safi;Hassania Agadir;0;0;;;;;
2012-11-20;D.H. Eljadida;Chabab Rif Al Hoceima;1;0;;;;;
2012-11-21;FUS Rabat ;WAC Casablanca;2;1;;;;;
2012-11-21;CODM Meknès;RCA ;0;1;;;;;
2012-11-23;Maghreb Fès;KAC Kénitra;0;0;;;;;
2012-11-24;OCK Khouribga;Wydad Fès;0;0;;;;;
2012-11-25;CODM Meknès;Hassania Agadir;0;0;;;;;
2012-11-25;RSB Berkane;D.H. Eljadida;0;1;;;;;
2012-11-25;WAC Casablanca;Rajaa Beni Mellal;1;0;;;;;
2012-11-25;Moghreb Tétouan;Olympique club de safi ;4;0;;;;;
2012-11-26;Chabab Rif Al Hoceima;FUS Rabat;0;0;;;;;
2012-11-30;Olympique club de safi;FAR Rabat;1;1;;;;;
2012-12-01;Hassania Agadir;Moghreb Tétouan;1;3;;;;;
2012-12-01;Wydad fes;Maghreb Fès;1;1;;;;;
2012-12-01;RCA ;OCK Khouribga;2;1;;;;;
2012-12-02;FUS Rabat ;RSB Berkane;3;0;;;;;
2012-12-02;KAC Kénitra;WAC Casablanca;1;1;;;;;
2012-12-02;D.H. Eljadida;CODM Meknès ;1;0;;;;;
2012-12-02;Rajaa Beni Mellal;Chabab Rif Al Hoceima;1;0;;;;;
2012-12-05;RCA ;Moghreb Tétouan;3;1;;;;;
2012-12-05;Wydad fes;FAR Rabat;1;0;;;;;
2012-12-07;OCK Khouribga;Olympique club de safi ;2;1;;;;;
2012-12-08;D.H. Eljadida;FUS Rabat;1;1;;;;;
