date;home_team_name;away_team_name;home_score;away_score;;;;;
2018-05-13;Chabab Atlas Khénifra;Rapide club oued zem;2;3;;;;;
2018-05-13;KACM Marrakech;Chabab Rif Al Hoceima;1;0;;;;;
2018-05-13;OCK Khouribga;Racing de Casablanca;5;0;;;;;
2018-05-19;FAR Rabat;OCK Khouribga;1;0;;;;;
2018-05-21;WAC Casablanca;Chabab Atlas Khénifra;3;1;;;;;
2018-05-21;Rapide club oued zem;FUS Rabat;0;1;;;;;
2018-05-21;Racing de Casablanca;RCA ;1;2;;;;;
2018-05-21;Moghreb Tétouan;Hassania Agadir;0;1;;;;;
2018-05-21;D.H. Eljadida;Olympique club de safi ;1;0;;;;;
2018-05-21;Chabab Rif Al Hoceima;Ittihad Tanger;2;0;;;;;
2018-05-22;RSB Berkane;KACM Marrakech;3;2;;;;;
2018-08-26;OCK Khouribga;Moghreb Tétouan;2;1;;;;;
2018-08-26;Youssoufia Berrechid;Hassania Agadir;1;0;;;;;
2018-08-27;KACM Marrakech;FUS Rabat;1;1;;;;;
2018-08-27;Ittihad Tanger;Rapide club oued zem;1;1;;;;;
2018-09-07;Olympique club de safi;WAC Casablanca;2;1;;;;;
2018-09-09;FAR Rabat;D.H. Eljadida;0;1;;;;;
2018-09-15;Chabab Rif Al Hoceima;FAR Rabat;1;4;;;;;
2018-09-16;Rapide club oued zem;KACM Marrakech;1;0;;;;;
2018-09-16;MCO Oujda;Ittihad Tanger;1;1;;;;;
2018-09-17;FUS Rabat ;Olympique club de safi ;3;0;;;;;
2018-09-17;D.H. Eljadida;OCK Khouribga;2;1;;;;;
2018-09-22;KACM Marrakech;MCO Oujda;3;1;;;;;
2018-09-22;Olympique club de safi;Rapide club oued zem;1;0;;;;;
2018-09-22;Ittihad Tanger;Moghreb Tétouan;1;1;;;;;
2018-09-23;OCK Khouribga;Chabab Rif Al Hoceima;2;1;;;;;
2018-09-24;FAR Rabat;Hassania Agadir;0;1;;;;;
2018-09-28;Moghreb Tétouan;KACM Marrakech;1;4;;;;;
2018-09-29;D.H. Eljadida;Ittihad Tanger;1;0;;;;;
2018-09-30;Hassania Agadir;OCK Khouribga;1;0;;;;;
2018-09-30;FUS Rabat ;Youssoufia Berrechid;1;1;;;;;
2018-10-01;MCO Oujda;Olympique club de safi ;0;0;;;;;
2018-10-01;Chabab Rif Al Hoceima;RSB Berkane;0;1;;;;;
2018-10-20;KACM Marrakech;D.H. Eljadida;2;1;;;;;
2018-10-20;Ittihad Tanger;Chabab Rif Al Hoceima;1;1;;;;;
2018-10-20;OCK Khouribga;RCA ;1;1;;;;;
2018-10-21;WAC Casablanca;MCO Oujda;2;0;;;;;
2018-10-21;RSB Berkane;Hassania Agadir;0;0;;;;;
2018-10-21;Youssoufia Berrechid;FAR Rabat;0;0;;;;;
2018-10-22;Olympique club de safi;Moghreb Tétouan;1;0;;;;;
2018-10-22;FUS Rabat ;Rapide club oued zem;1;1;;;;;
2018-10-26;Moghreb Tétouan;RSB Berkane;1;0;;;;;
2018-10-26;D.H. Eljadida;Olympique club de safi ;0;0;;;;;
2018-10-27;Rapide club oued zem;Youssoufia Berrechid;2;0;;;;;
2018-10-27;FAR Rabat;OCK Khouribga;3;2;;;;;
2018-10-27;Chabab Rif Al Hoceima;KACM Marrakech;1;0;;;;;
2018-10-28;MCO Oujda;FUS Rabat;3;2;;;;;
2018-10-28;Hassania Agadir;Ittihad Tanger;0;1;;;;;
2018-11-03;KACM Marrakech;Hassania Agadir;0;2;;;;;
2018-11-03;FUS Rabat ;Moghreb Tétouan;0;1;;;;;
2018-11-04;Youssoufia Berrechid;OCK Khouribga;2;0;;;;;
2018-11-04;Rapide club oued zem;MCO Oujda;1;1;;;;;
2018-11-04;Olympique club de safi;Chabab Rif Al Hoceima;1;1;;;;;
2018-11-06;RSB Berkane;FAR Rabat;2;1;;;;;
2018-11-07;Ittihad Tanger;RCA ;1;1;;;;;
2018-11-09;Hassania Agadir;Olympique club de safi ;3;0;;;;;
2018-11-10;Moghreb Tétouan;Rapide club oued zem;1;1;;;;;
2018-11-10;D.H. Eljadida;FUS Rabat;1;2;;;;;
2018-11-10;MCO Oujda;Youssoufia Berrechid;0;1;;;;;
2018-11-11;OCK Khouribga;RSB Berkane;2;2;;;;;
2018-11-11;Chabab Rif Al Hoceima;WAC Casablanca;2;1;;;;;
2018-11-11;FAR Rabat;Ittihad Tanger;0;0;;;;;
2018-11-11;RCA ;KACM Marrakech;2;0;;;;;
2018-11-17;Hassania Agadir;RCA ;0;0;;;;;
2018-11-22;WAC Casablanca;Youssoufia Berrechid;3;2;;;;;
2018-11-23;Ittihad Tanger;OCK Khouribga;0;0;;;;;
2018-11-24;KACM Marrakech;FAR Rabat;0;0;;;;;
2018-11-25;MCO Oujda;Moghreb Tétouan;1;0;;;;;
2018-11-25;Youssoufia Berrechid;RSB Berkane;1;0;;;;;
2018-11-25;Rapide club oued zem;D.H. Eljadida;1;1;;;;;
2018-11-26;WAC Casablanca;FUS Rabat;3;0;;;;;
2018-11-28;Moghreb Tétouan;Youssoufia Berrechid;2;0;;;;;
2018-11-29;FUS Rabat ;Chabab Rif Al Hoceima;0;0;;;;;
2018-11-29;Rapide club oued zem;WAC Casablanca;0;0;;;;;
2018-12-01;FAR Rabat;Olympique club de safi ;2;3;;;;;
2018-12-01;OCK Khouribga;KACM Marrakech;1;0;;;;;
2018-12-02;D.H. Eljadida;MCO Oujda;1;0;;;;;
2018-12-02;Moghreb Tétouan;WAC Casablanca;1;1;;;;;
2018-12-04;Chabab Rif Al Hoceima;Rapide club oued zem;2;2;;;;;
2018-12-05;WAC Casablanca;D.H. Eljadida;3;0;;;;;
2018-12-07;FUS Rabat ;RCA ;1;0;;;;;
2018-12-08;Olympique club de safi;OCK Khouribga;1;1;;;;;
2018-12-08;KACM Marrakech;RSB Berkane;0;0;;;;;
2018-12-09;WAC Casablanca;FAR Rabat;1;0;;;;;
2018-12-09;Youssoufia Berrechid;Ittihad Tanger;1;2;;;;;
2018-12-09;Rapide club oued zem;Hassania Agadir;0;1;;;;;
2018-12-10;MCO Oujda;Chabab Rif Al Hoceima;1;0;;;;;
2018-12-10;Moghreb Tétouan;D.H. Eljadida;0;0;;;;;
2018-12-15;Chabab Rif Al Hoceima;Moghreb Tétouan;1;4;;;;;
2018-12-16;FAR Rabat;FUS Rabat;2;0;;;;;
2018-12-16;D.H. Eljadida;Youssoufia Berrechid;0;1;;;;;
2018-12-18;RSB Berkane;Olympique club de safi ;3;2;;;;;
2018-12-18;Hassania Agadir;MCO Oujda;1;0;;;;;
2018-12-19;RCA ;Rapide club oued zem;3;2;;;;;
2018-12-19;Ittihad Tanger;KACM Marrakech;1;1;;;;;
2018-12-19;OCK Khouribga;WAC Casablanca;0;1;;;;;
2018-12-22;D.H. Eljadida;Chabab Rif Al Hoceima;1;0;;;;;
2018-12-23;FUS Rabat ;OCK Khouribga;2;1;;;;;
2018-12-23;Youssoufia Berrechid;KACM Marrakech;2;0;;;;;
2018-12-24;Rapide club oued zem;FAR Rabat;1;1;;;;;
2018-12-26;WAC Casablanca;Hassania Agadir;2;1;;;;;
2018-12-26;Olympique club de safi;Ittihad Tanger;1;0;;;;;
2018-12-26;Youssoufia Berrechid;RCA ;1;2;;;;;
2018-12-26;RSB Berkane;D.H. Eljadida;1;1;;;;;
2018-12-30;RCA ;RSB Berkane;1;1;;;;;
2018-12-30;Hassania Agadir;FUS Rabat;0;0;;;;;
2019-01-02;Moghreb Tétouan;Hassania Agadir;1;2;;;;;
2019-01-02;MCO Oujda;RCA ;1;1;;;;;
2019-01-02;WAC Casablanca;RSB Berkane;0;0;;;;;
2019-01-06;RCA ;WAC Casablanca;0;1;;;;;
2019-01-07;RSB Berkane;Ittihad Tanger;2;0;;;;;
2019-01-12;OCK Khouribga;Rapide club oued zem;2;2;;;;;
2019-01-12;Youssoufia Berrechid;Chabab Rif Al Hoceima;1;2;;;;;
2019-01-13;KACM Marrakech;Olympique club de safi ;1;2;;;;;
2019-01-14;FAR Rabat;MCO Oujda;1;1;;;;;
2019-01-17;RCA ;Moghreb Tétouan;1;1;;;;;
2019-01-23;RCA ;FAR Rabat;2;1;;;;;
2019-01-23;Hassania Agadir;D.H. Eljadida;0;0;;;;;
2019-01-23;RSB Berkane;FUS Rabat;0;0;;;;;
2019-01-24;Ittihad Tanger;WAC Casablanca;1;0;;;;;
2019-01-26;Olympique club de safi;Youssoufia Berrechid;0;3;;;;;
2019-01-26;MCO Oujda;OCK Khouribga;1;0;;;;;
2019-01-27;WAC Casablanca;KACM Marrakech;3;1;;;;;
2019-01-27;Moghreb Tétouan;FAR Rabat;0;0;;;;;
2019-01-27;FUS Rabat ;Ittihad Tanger;0;2;;;;;
2019-01-27;Rapide club oued zem;RSB Berkane;2;1;;;;;
2019-01-28;Chabab Rif Al Hoceima;Hassania Agadir;1;0;;;;;
2019-01-30;D.H. Eljadida;RCA ;2;4;;;;;
2019-02-02;Moghreb Tétouan;OCK Khouribga;0;2;;;;;
2019-02-02;Rapide club oued zem;Ittihad Tanger;0;1;;;;;
2019-02-02;FUS Rabat ;KACM Marrakech;1;0;;;;;
2019-02-03;D.H. Eljadida;FAR Rabat;1;3;;;;;
2019-02-07;WAC Casablanca;Olympique club de safi ;1;0;;;;;
2019-02-07;Hassania Agadir;Youssoufia Berrechid;1;1;;;;;
2019-02-08;RSB Berkane;Moghreb Tétouan;2;0;;;;;
2019-02-09;FAR Rabat;Chabab Rif Al Hoceima;3;0;;;;;
2019-02-09;OCK Khouribga;D.H. Eljadida;2;1;;;;;
2019-02-09;KACM Marrakech;Rapide club oued zem;2;0;;;;;
2019-02-10;Ittihad Tanger;MCO Oujda;3;2;;;;;
2019-02-11;Olympique club de safi;FUS Rabat;3;3;;;;;
2019-02-15;Rapide club oued zem;Olympique club de safi ;1;1;;;;;
2019-02-16;Chabab Rif Al Hoceima;OCK Khouribga;3;1;;;;;
2019-02-16;MCO Oujda;KACM Marrakech;2;1;;;;;
2019-02-16;Moghreb Tétouan;Ittihad Tanger;1;1;;;;;
2019-02-17;RCA ;Youssoufia Berrechid;3;3;;;;;
2019-02-17;FUS Rabat ;WAC Casablanca;0;1;;;;;
2019-02-17;D.H. Eljadida;RSB Berkane;1;1;;;;;
2019-02-18;Hassania Agadir;FAR Rabat;1;2;;;;;
2019-02-20;Olympique club de safi;RCA ;0;1;;;;;
2019-02-20;MCO Oujda;RSB Berkane;1;0;;;;;
2019-02-20;Youssoufia Berrechid;WAC Casablanca;1;2;;;;;
2019-02-23;KACM Marrakech;Moghreb Tétouan;1;1;;;;;
2019-02-23;Ittihad Tanger;D.H. Eljadida;0;2;;;;;
2019-02-24;WAC Casablanca;Rapide club oued zem;3;0;;;;;
2019-02-24;Olympique club de safi;MCO Oujda;1;3;;;;;
2019-02-25;Youssoufia Berrechid;FUS Rabat;0;0;;;;;
2019-02-27;RSB Berkane;Chabab Rif Al Hoceima;2;0;;;;;
2019-02-27;FAR Rabat;RCA ;2;1;;;;;
2019-02-27;OCK Khouribga;Hassania Agadir;0;0;;;;;
2019-02-28;MCO Oujda;WAC Casablanca;2;3;;;;;
2019-02-28;Moghreb Tétouan;Olympique club de safi ;0;0;;;;;
2019-03-02;D.H. Eljadida;KACM Marrakech;1;1;;;;;
2019-03-02;Rapide club oued zem;FUS Rabat;1;0;;;;;
2019-03-03;FAR Rabat;Youssoufia Berrechid;3;4;;;;;
2019-03-03;Chabab Rif Al Hoceima;Ittihad Tanger;2;3;;;;;
2019-03-04;WAC Casablanca;Moghreb Tétouan;2;1;;;;;
2019-03-06;RCA ;OCK Khouribga;2;3;;;;;
2019-03-06;Hassania Agadir;RSB Berkane;3;2;;;;;
2019-03-08;FUS Rabat ;MCO Oujda;0;1;;;;;
2019-03-09;Olympique club de safi;D.H. Eljadida;3;2;;;;;
2019-03-09;KACM Marrakech;Chabab Rif Al Hoceima;1;1;;;;;
2019-03-09;Youssoufia Berrechid;Rapide club oued zem;1;1;;;;;
2019-03-10;OCK Khouribga;FAR Rabat;1;1;;;;;
2019-03-13;Ittihad Tanger;Hassania Agadir;1;0;;;;;
2019-03-13;RSB Berkane;RCA ;3;7;;;;;
2019-03-16;Moghreb Tétouan;FUS Rabat;0;0;;;;;
2019-03-16;Chabab Rif Al Hoceima;Olympique club de safi ;1;1;;;;;
2019-03-17;MCO Oujda;Rapide club oued zem;0;0;;;;;
2019-03-27;OCK Khouribga;Youssoufia Berrechid;1;1;;;;;
2019-03-27;Hassania Agadir;KACM Marrakech;5;1;;;;;
2019-03-28;D.H. Eljadida;WAC Casablanca;1;1;;;;;
2019-04-01;WAC Casablanca;Chabab Rif Al Hoceima;6;1;;;;;
2019-04-01;RSB Berkane;OCK Khouribga;1;1;;;;;
2019-04-02;Olympique club de safi;Hassania Agadir;2;1;;;;;
2019-04-02;Youssoufia Berrechid;MCO Oujda;1;1;;;;;
2019-04-02;Rapide club oued zem;Moghreb Tétouan;1;0;;;;;
2019-04-02;FUS Rabat ;D.H. Eljadida;0;0;;;;;
2019-04-03;KACM Marrakech;RCA ;1;2;;;;;
2019-04-03;Ittihad Tanger;FAR Rabat;0;0;;;;;
2019-04-06;Moghreb Tétouan;MCO Oujda;4;1;;;;;
2019-04-06;D.H. Eljadida;Rapide club oued zem;2;0;;;;;
2019-04-07;OCK Khouribga;Ittihad Tanger;1;1;;;;;
2019-04-07;RCA ;Olympique club de safi ;1;0;;;;;
2019-04-07;Chabab Rif Al Hoceima;FUS Rabat;0;0;;;;;
2019-04-08;FAR Rabat;KACM Marrakech;0;2;;;;;
2019-04-10;Chabab Rif Al Hoceima;RCA ;1;2;;;;;
2019-04-17;RCA ;Ittihad Tanger;1;0;;;;;
2019-04-17;FAR Rabat;RSB Berkane;1;1;;;;;
2019-04-18;Hassania Agadir;WAC Casablanca;2;1;;;;;
2019-04-19;KACM Marrakech;OCK Khouribga;0;1;;;;;
2019-04-20;Youssoufia Berrechid;Moghreb Tétouan;2;0;;;;;
2019-04-20;Rapide club oued zem;Chabab Rif Al Hoceima;1;0;;;;;
2019-04-20;MCO Oujda;D.H. Eljadida;1;2;;;;;
2019-04-21;WAC Casablanca;RCA ;2;2;;;;;
2019-04-21;FUS Rabat ;Hassania Agadir;2;0;;;;;
2019-04-21;Olympique club de safi;FAR Rabat;1;0;;;;;
2019-04-21;Ittihad Tanger;RSB Berkane;0;0;;;;;
2019-04-24;RCA ;Hassania Agadir;2;1;;;;;
2019-04-24;RSB Berkane;Youssoufia Berrechid;2;0;;;;;
2019-04-27;OCK Khouribga;Olympique club de safi ;4;4;;;;;
2019-04-27;D.H. Eljadida;Moghreb Tétouan;2;0;;;;;
2019-04-27;Chabab Rif Al Hoceima;MCO Oujda;1;1;;;;;
2019-04-28;Ittihad Tanger;Youssoufia Berrechid;1;0;;;;;
2019-04-28;RCA ;FUS Rabat;0;0;;;;;
2019-04-29;Hassania Agadir;Rapide club oued zem;0;0;;;;;
2019-05-01;RSB Berkane;KACM Marrakech;1;1;;;;;
2019-05-04;FUS Rabat ;FAR Rabat;1;0;;;;;
2019-05-04;Rapide club oued zem;RCA ;3;3;;;;;
2019-05-04;MCO Oujda;Hassania Agadir;1;1;;;;;
2019-05-05;KACM Marrakech;Ittihad Tanger;3;1;;;;;
2019-05-05;Moghreb Tétouan;Chabab Rif Al Hoceima;2;1;;;;;
2019-05-05;Youssoufia Berrechid;D.H. Eljadida;1;1;;;;;
2019-05-09;Olympique club de safi;RSB Berkane;3;0;;;;;
2019-05-10;FAR Rabat;WAC Casablanca;1;1;;;;;
2019-05-12;RCA ;MCO Oujda;2;1;;;;;
2019-05-13;Ittihad Tanger;Olympique club de safi ;0;2;;;;;
2019-05-14;OCK Khouribga;FUS Rabat;2;2;;;;;
2019-05-14;Chabab Rif Al Hoceima;D.H. Eljadida;1;1;;;;;
2019-05-14;RSB Berkane;WAC Casablanca;3;2;;;;;
2019-05-14;KACM Marrakech;Youssoufia Berrechid;4;1;;;;;
2019-05-14;FAR Rabat;Rapide club oued zem;0;0;;;;;
2019-05-14;Hassania Agadir;Moghreb Tétouan;1;0;;;;;
2019-05-18;WAC Casablanca;Ittihad Tanger;2;2;;;;;
2019-05-19;D.H. Eljadida;Hassania Agadir;1;1;;;;;
2019-06-05;WAC Casablanca;OCK Khouribga;4;1;;;;;
2019-06-05;Olympique club de safi;KACM Marrakech;1;0;;;;;
2019-06-05;MCO Oujda;FAR Rabat;1;1;;;;;
2019-06-05;FUS Rabat ;RSB Berkane;0;0;;;;;
2019-06-05;Chabab Rif Al Hoceima;Youssoufia Berrechid;2;1;;;;;
2019-06-05;Moghreb Tétouan;RCA ;3;1;;;;;
2019-06-08;Rapide club oued zem;OCK Khouribga;1;0;;;;;
2019-06-09;KACM Marrakech;WAC Casablanca;3;3;;;;;
2019-06-09;Ittihad Tanger;FUS Rabat;1;3;;;;;
2019-06-09;Youssoufia Berrechid;Olympique club de safi ;2;1;;;;;
2019-06-09;RCA ;D.H. Eljadida;2;0;;;;;
2019-06-09;Hassania Agadir;Chabab Rif Al Hoceima;1;0;;;;;
2019-06-09;FAR Rabat;Moghreb Tétouan;0;2;;;;;
2019-06-11;OCK Khouribga;MCO Oujda;3;1;;;;;
2019-06-11;RSB Berkane;Rapide club oued zem;2;2;;;;;
2019-09-14;Moghreb Tétouan;FAR Rabat;2;0;;;;;
2019-09-14;Olympique club de safi;OCK Khouribga;1;1;;;;;
2019-09-14;FUS Rabat ;Ittihad Tanger;1;0;;;;;
2019-09-15;Youssoufia Berrechid;Renaissance Club Zemamra;1;2;;;;;
2019-09-15;Rapide club oued zem;MCO Oujda;0;0;;;;;
2019-09-21;MCO Oujda;FUS Rabat;2;1;;;;;
2019-09-22;Ittihad Tanger;D.H. Eljadida;0;0;;;;;
2019-09-22;Raja Beni Mellal;Moghreb Tétouan;0;2;;;;;
2019-09-22;OCK Khouribga;Hassania Agadir;0;0;;;;;
2019-09-27;D.H. Eljadida;MCO Oujda;0;0;;;;;
2019-09-29;Rapide club oued zem;OCK Khouribga;0;1;;;;;
2019-09-29;Moghreb Tétouan;Renaissance Club Zemamra;1;0;;;;;
2019-10-02;FUS Rabat ;RSB Berkane;1;1;;;;;
2019-10-06;FAR Rabat;Olympique club de safi ;0;0;;;;;
2019-10-06;D.H. Eljadida;WAC Casablanca;0;1;;;;;
2019-10-06;Hassania Agadir;RSB Berkane;0;1;;;;;
2019-10-20;FAR Rabat;Rapide club oued zem;2;0;;;;;
2019-10-20;OCK Khouribga;FUS Rabat;1;1;;;;;
2019-10-20;Renaissance Club Zemamra;Olympique club de safi ;1;1;;;;;
2019-10-23;MCO Oujda;WAC Casablanca;1;1;;;;;
2019-10-24;RCA ;Raja Beni Mellal;2;0;;;;;
2019-10-26;FUS Rabat ;FAR Rabat;2;4;;;;;
2019-10-27;Rapide club oued zem;Raja Beni Mellal;3;1;;;;;
2019-10-27;WAC Casablanca;Youssoufia Berrechid;3;1;;;;;
2019-10-27;Olympique club de safi;RCA ;0;0;;;;;
2019-10-27;Ittihad Tanger;MCO Oujda;0;0;;;;;
2019-10-28;D.H. Eljadida;OCK Khouribga;1;0;;;;;
2019-10-30;Youssoufia Berrechid;Moghreb Tétouan;1;1;;;;;
2019-11-01;Renaissance Club Zemamra;Rapide club oued zem;2;0;;;;;
2019-11-02;Raja Beni Mellal;FUS Rabat;2;2;;;;;
2019-11-03;FAR Rabat;D.H. Eljadida;1;3;;;;;
2019-11-04;MCO Oujda;Youssoufia Berrechid;3;1;;;;;
2019-11-05;Renaissance Club Zemamra;RCA ;1;2;;;;;
2019-11-06;WAC Casablanca;Ittihad Tanger;4;0;;;;;
2019-11-06;Hassania Agadir;FAR Rabat;2;1;;;;;
2019-11-06;Moghreb Tétouan;Olympique club de safi ;1;1;;;;;
2019-11-06;RSB Berkane;Rapide club oued zem;2;1;;;;;
2019-11-09;Youssoufia Berrechid;RCA ;3;2;;;;;
2019-11-10;Olympique club de safi;Raja Beni Mellal;1;0;;;;;
2019-11-10;WAC Casablanca;RSB Berkane;0;1;;;;;
2019-11-22;D.H. Eljadida;Raja Beni Mellal;1;0;;;;;
2019-11-23;Ittihad Tanger;Youssoufia Berrechid;2;0;;;;;
2019-11-24;FUS Rabat ;Renaissance Club Zemamra;1;1;;;;;
2019-11-24;MCO Oujda;RSB Berkane;0;1;;;;;
2019-11-26;Hassania Agadir;Moghreb Tétouan;1;1;;;;;
2019-11-29;FAR Rabat;Ittihad Tanger;4;1;;;;;
2019-11-29;OCK Khouribga;MCO Oujda;1;4;;;;;
2019-12-01;Renaissance Club Zemamra;D.H. Eljadida;1;2;;;;;
2019-12-02;Youssoufia Berrechid;Olympique club de safi ;1;0;;;;;
2019-12-02;Moghreb Tétouan;Rapide club oued zem;1;0;;;;;
2019-12-04;Ittihad Tanger;OCK Khouribga;1;1;;;;;
2019-12-07;Rapide club oued zem;Olympique club de safi ;3;1;;;;;
2019-12-07;FUS Rabat ;Moghreb Tétouan;1;0;;;;;
2019-12-08;Ittihad Tanger;Raja Beni Mellal;1;0;;;;;
2019-12-08;MCO Oujda;FAR Rabat;0;2;;;;;
2019-12-11;OCK Khouribga;WAC Casablanca;0;4;;;;;
2019-12-11;RCA ;Moghreb Tétouan;1;0;;;;;
2019-12-13;Raja Beni Mellal;Hassania Agadir;1;3;;;;;
2019-12-14;RSB Berkane;D.H. Eljadida;1;1;;;;;
2019-12-15;WAC Casablanca;FAR Rabat;1;0;;;;;
2019-12-15;Rapide club oued zem;RCA ;0;0;;;;;
2019-12-17;RSB Berkane;Ittihad Tanger;2;0;;;;;
2019-12-18;Raja Beni Mellal;WAC Casablanca;1;2;;;;;
2019-12-18;RCA ;Hassania Agadir;2;1;;;;;
2019-12-21;FAR Rabat;RSB Berkane;0;1;;;;;
2019-12-21;Moghreb Tétouan;D.H. Eljadida;2;1;;;;;
2019-12-21;OCK Khouribga;Youssoufia Berrechid;4;1;;;;;
2019-12-21;Olympique club de safi;FUS Rabat;0;0;;;;;
2019-12-22;Hassania Agadir;Rapide club oued zem;0;1;;;;;
2019-12-22;Renaissance Club Zemamra;Ittihad Tanger;1;0;;;;;
2019-12-22;RCA ;WAC Casablanca;1;0;;;;;
2019-12-23;Raja Beni Mellal;MCO Oujda;1;2;;;;;
2019-12-25;RSB Berkane;Youssoufia Berrechid;1;1;;;;;
2019-12-25;Hassania Agadir;Renaissance Club Zemamra;1;1;;;;;
2019-12-28;D.H. Eljadida;Olympique club de safi ;1;1;;;;;
2019-12-29;OCK Khouribga;FAR Rabat;0;1;;;;;
2019-12-29;Youssoufia Berrechid;Rapide club oued zem;0;4;;;;;
2019-12-30;RCA ;FUS Rabat;0;2;;;;;
2019-12-30;MCO Oujda;Renaissance Club Zemamra;2;1;;;;;
2020-01-02;RSB Berkane;OCK Khouribga;3;1;;;;;
2020-01-02;WAC Casablanca;Moghreb Tétouan;2;1;;;;;
2020-01-02;Olympique club de safi;Hassania Agadir;2;0;;;;;
2020-01-05;WAC Casablanca;Renaissance Club Zemamra;1;1;;;;;
2020-01-05;Youssoufia Berrechid;Hassania Agadir;3;1;;;;;
2020-01-06;RSB Berkane;Raja Beni Mellal;1;0;;;;;
2020-01-08;FUS Rabat ;Hassania Agadir;1;0;;;;;
2020-01-11;Raja Beni Mellal;OCK Khouribga;0;0;;;;;
2020-01-11;Moghreb Tétouan;Ittihad Tanger;0;0;;;;;
2020-01-12;Rapide club oued zem;FUS Rabat;0;0;;;;;
2020-01-12;FAR Rabat;Youssoufia Berrechid;0;1;;;;;
2020-01-15;Ittihad Tanger;RCA ;1;4;;;;;
2020-01-15;Renaissance Club Zemamra;RSB Berkane;5;0;;;;;
2020-01-16;WAC Casablanca;Hassania Agadir;3;2;;;;;
2020-01-17;D.H. Eljadida;Rapide club oued zem;1;1;;;;;
2020-01-18;FAR Rabat;Raja Beni Mellal;1;0;;;;;
2020-01-18;Youssoufia Berrechid;FUS Rabat;1;1;;;;;
2020-01-18;MCO Oujda;Moghreb Tétouan;1;0;;;;;
2020-01-19;OCK Khouribga;Renaissance Club Zemamra;1;0;;;;;
2020-01-19;RSB Berkane;RCA ;2;2;;;;;
2020-01-20;Olympique club de safi;WAC Casablanca;1;2;;;;;
2020-01-21;Hassania Agadir;D.H. Eljadida;2;1;;;;;
2020-01-22;RCA ;MCO Oujda;1;1;;;;;
2020-01-23;Ittihad Tanger;Olympique club de safi ;1;2;;;;;
2020-01-25;Youssoufia Berrechid;Raja Beni Mellal;2;0;;;;;
2020-01-26;FUS Rabat ;D.H. Eljadida;2;1;;;;;
2020-01-26;Renaissance Club Zemamra;FAR Rabat;1;2;;;;;
2020-01-27;Olympique club de safi;MCO Oujda;2;2;;;;;
2020-01-31;Ittihad Tanger;Rapide club oued zem;0;0;;;;;
2020-02-01;OCK Khouribga;Moghreb Tétouan;2;2;;;;;
2020-02-01;D.H. Eljadida;Youssoufia Berrechid;2;1;;;;;
2020-02-02;Raja Beni Mellal;Renaissance Club Zemamra;2;2;;;;;
2020-02-05;RCA ;OCK Khouribga;2;1;;;;;
2020-02-05;Hassania Agadir;Ittihad Tanger;2;1;;;;;
2020-02-06;Rapide club oued zem;WAC Casablanca;1;2;;;;;
2020-02-06;Moghreb Tétouan;RSB Berkane;0;0;;;;;
2020-02-09;MCO Oujda;Hassania Agadir;2;1;;;;;
2020-02-10;WAC Casablanca;FUS Rabat;1;1;;;;;
2020-02-10;RSB Berkane;Olympique club de safi ;1;1;;;;;
2020-02-12;FAR Rabat;RCA ;1;0;;;;;
2020-02-14;MCO Oujda;Rapide club oued zem;1;0;;;;;
2020-02-14;Ittihad Tanger;FUS Rabat;2;1;;;;;
2020-02-15;WAC Casablanca;D.H. Eljadida;0;1;;;;;
2020-02-15;RSB Berkane;Hassania Agadir;1;1;;;;;
2020-02-16;FAR Rabat;Moghreb Tétouan;2;1;;;;;
2020-02-16;Renaissance Club Zemamra;Youssoufia Berrechid;3;2;;;;;
2020-02-18;OCK Khouribga;Olympique club de safi ;1;1;;;;;
2020-02-21;Raja Beni Mellal;RCA ;1;2;;;;;
2020-02-22;D.H. Eljadida;Ittihad Tanger;1;1;;;;;
2020-02-22;FUS Rabat ;MCO Oujda;2;1;;;;;
2020-02-22;Youssoufia Berrechid;WAC Casablanca;3;2;;;;;
2020-02-23;Rapide club oued zem;RSB Berkane;0;0;;;;;
2020-02-23;Hassania Agadir;OCK Khouribga;1;2;;;;;
2020-02-25;Olympique club de safi;FAR Rabat;1;1;;;;;
2020-02-25;Moghreb Tétouan;Raja Beni Mellal;0;0;;;;;
2020-02-28;OCK Khouribga;Rapide club oued zem;0;0;;;;;
2020-02-29;MCO Oujda;D.H. Eljadida;1;1;;;;;
2020-03-01;Raja Beni Mellal;Olympique club de safi ;0;0;;;;;
2020-03-01;Renaissance Club Zemamra;Moghreb Tétouan;1;2;;;;;
2020-03-02;Youssoufia Berrechid;Ittihad Tanger;3;0;;;;;
2020-03-03;FUS Rabat ;OCK Khouribga;1;0;;;;;
2020-03-03;Rapide club oued zem;FAR Rabat;2;2;;;;;
2020-03-05;Olympique club de safi;Renaissance Club Zemamra;1;3;;;;;
2020-03-06;Moghreb Tétouan;Youssoufia Berrechid;2;0;;;;;
2020-03-07;FAR Rabat;FUS Rabat;1;2;;;;;
2020-03-07;MCO Oujda;Ittihad Tanger;1;0;;;;;
2020-03-08;OCK Khouribga;D.H. Eljadida;1;0;;;;;
2020-03-09;Raja Beni Mellal;Rapide club oued zem;1;0;;;;;
2020-03-12;Ittihad Tanger;WAC Casablanca;0;2;;;;;
2020-03-12;RSB Berkane;FUS Rabat;0;1;;;;;
2020-03-12;FAR Rabat;Hassania Agadir;1;1;;;;;
